lon,lat,A_pred_pct
116.0,30.0,2.033809589445009
117.0,30.0,2.033809589445009
118.0,30.0,2.0453925921770457
119.0,30.0,2.0799883603086786
120.0,30.0,2.0818581083590955
121.0,30.0,1.9326467761458086
122.0,30.0,2.5098003237606874
123.0,30.0,2.548365761117133
124.0,30.0,2.5221449366219377
125.0,30.0,2.5218648110404014
126.0,30.0,2.534829756821075
127.0,30.0,3.3881030743442735
128.0,30.0,3.3881030743442735
116.0,31.0,2.199394201027055
117.0,31.0,2.2257103347165264
118.0,31.0,2.2161248852641413
119.0,31.0,2.067314176372006
120.0,31.0,2.2844965858797353
121.0,31.0,2.5659441608017484
122.0,31.0,2.105129429773075
123.0,31.0,2.199234328929144
124.0,31.0,2.0542233481933128
125.0,31.0,2.062600917008749
126.0,31.0,1.978899403288511
127.0,31.0,1.9753373883148553
128.0,31.0,1.9355288403081492
116.0,32.0,1.8894569921199362
117.0,32.0,1.87783608387425
118.0,32.0,1.9706510534142034
119.0,32.0,2.034321046184821
120.0,32.0,2.394806148111921
121.0,32.0,2.2476721420051504
122.0,32.0,2.353755231450298
123.0,32.0,2.2650831540459677
124.0,32.0,2.2136942158733564
125.0,32.0,2.213410661264614
126.0,32.0,2.204222755819797
127.0,32.0,1.9092320517458938
128.0,32.0,1.8980055358309604
129.0,32.0,1.9034418495130356
130.0,32.0,1.8974865591604755
115.0,33.0,2.1371364256496426
116.0,33.0,2.1314852981634034
117.0,33.0,2.1314852981634034
118.0,33.0,2.0144134302450083
119.0,33.0,1.884723316290476
120.0,33.0,1.9149235129314013
121.0,33.0,1.994553212796126
122.0,33.0,2.465339721669451
123.0,33.0,2.153253778586713
124.0,33.0,2.148549194946762
125.0,33.0,2.4088493282952292
126.0,33.0,1.937910840781027
127.0,33.0,1.937074679025037
128.0,33.0,1.9614165607430263
129.0,33.0,1.9484305366313428
130.0,33.0,1.9389913358959079
131.0,33.0,1.9467251535856114
115.0,34.0,2.1296330946553583
116.0,34.0,2.1314852981634034
117.0,34.0,1.959758537483624
118.0,34.0,1.9450240717595064
119.0,34.0,1.9022330163215266
120.0,34.0,1.8631284470990666
121.0,34.0,2.2687012748641857
122.0,34.0,3.030193316865764
123.0,34.0,2.9616067050959947
124.0,34.0,2.882489617985819
125.0,34.0,2.762785947348121
126.0,34.0,2.644398382206262
127.0,34.0,2.640724894576848
128.0,34.0,2.679208245317386
129.0,34.0,2.751761192358419
130.0,34.0,2.766007038699874
131.0,34.0,2.7996652243718625
114.0,35.0,2.3932070627646076
115.0,35.0,1.9947766090584593
116.0,35.0,2.1217634809751376
117.0,35.0,1.959758537483624
118.0,35.0,1.952900828879567
119.0,35.0,1.9100394311643973
120.0,35.0,2.165582541023416
121.0,35.0,2.760263849466992
122.0,35.0,1.960396233974577
123.0,35.0,3.124648177042149
124.0,35.0,2.991155841196151
125.0,35.0,2.802835044078072
126.0,35.0,2.62422104092441
127.0,35.0,2.8834530601613886
128.0,35.0,2.8512475072907844
129.0,35.0,2.8218124484001224
130.0,35.0,2.795037730167227
131.0,35.0,2.0445516241541655
132.0,35.0,2.592306114033878
17.0,36.0,3.870517844326702
113.0,36.0,2.1777191627899017
114.0,36.0,2.190708729250356
115.0,36.0,2.2007120883893774
116.0,36.0,2.5896741554663785
117.0,36.0,3.0824579764145694
118.0,36.0,1.8417221158277592
119.0,36.0,1.9735071427767263
120.0,36.0,1.692476690052388
121.0,36.0,1.9445668348867502
122.0,36.0,1.9694612460167196
123.0,36.0,1.920438683553516
124.0,36.0,1.803313575729677
125.0,36.0,2.3538480906297794
126.0,36.0,2.8489711589266875
127.0,36.0,2.799736021427731
128.0,36.0,2.8844235361879655
129.0,36.0,2.854631819580013
130.0,36.0,2.886318547452965
131.0,36.0,2.916017255861077
132.0,36.0,2.5865647041368685
137.0,36.0,2.9610190088244437
138.0,36.0,2.9648903101947393
139.0,36.0,2.9684616257173073
140.0,36.0,2.9712899271357633
141.0,36.0,2.982005735443599
142.0,36.0,2.982005735443599
143.0,36.0,2.998720080267332
-73.0,37.0,0.6244112712833793
-72.0,37.0,0.6286873412223943
-71.0,37.0,0.6278807298126732
-70.0,37.0,0.6273573510314479
-69.0,37.0,0.6273573510314479
-68.0,37.0,0.6273573510314479
14.0,37.0,3.79747531611605
15.0,37.0,3.913606290728176
16.0,37.0,3.9809672258543074
17.0,37.0,3.9415901634317243
18.0,37.0,3.8984606488499964
19.0,37.0,3.874688906115263
