farm_id,year,P11_kWh,P10_kWh,P01_kWh,P00_kWh,total_pct,S_pct,D_pct,I_pct,S_shapley,D_shapley,country,gain_pct
49,2016,3262637716.698373,3282087016.697163,3107947036.127939,3153854311.978889,3.3342164887852537,3.930338451675819,-1.4070601714678161,0.810938208577251,4.335807555964444,-1.0015910671791906,France,0.8398459473968233
26,2016,4083061829.763842,4078817996.37937,3939674516.078543,3940933103.974883,3.480934938405758,3.376997414032846,-0.030824610275683433,0.13476213464859535,3.444378481357144,0.03655645704861424,United Kingdom,0.3838029746740802
43,2016,4589365776.258812,4575098663.557958,4392215037.701406,4383373955.947588,4.488459415826857,4.177586118809232,0.19264277865044538,0.11823051836718018,4.236701377992822,0.2517580378340355,Denmark,0.277325937313008
30,2016,4403680927.971997,4434525901.292516,4477500252.677821,4478268328.252382,-1.6937512390284448,-0.9933150851601544,-0.017441671799660486,-0.6829944820686299,-1.3348123261944693,-0.35893891283397544,United Kingdom,0.9374720232931092
7,2016,5339061345.851536,5297248669.364322,5393131399.680429,5389812844.552391,-0.9505696865665216,-1.7337162694336141,0.06215615279672582,0.7209904300703667,-1.3732210543984307,0.42265136783190915,Netherlands,-1.887782501667143
22,2016,5205168039.149557,5215952684.35705,5121519498.581322,5148563409.934916,1.08746977597845,1.2946608815561842,-0.5195588528590976,0.3123677472813634,1.450844755196866,-0.36337497921841594,Germany,1.9966433697487933
17,2016,6211831075.56147,6188099879.342015,5950339020.143429,5993523769.830236,3.5143793041973765,3.1323470832501936,-0.6952016106282202,1.077233831575403,3.670963999037895,-0.15658469484051862,United Kingdom,0.3883648298483131
2,2016,7099171961.12775,7071916583.585139,6852127969.32872,6857600182.147134,3.4028162763681147,3.018892944297124,-0.0770824097285909,0.4610057417995814,3.249395815196915,0.1534204611711998,Belgium,0.2827126893730348
11,2016,8488083039.121693,8462744537.464505,8475588942.520872,8476165486.65845,0.1404033444102086,-0.15811519670681343,-0.00679239511348688,0.3053109362305089,-0.0054597285915589655,0.14586307300176757,Germany,-0.1886999662031337
13,2016,6396619174.328681,6380284697.097977,6816499215.700417,6836412908.48913,-6.875409058670511,-7.130770160926823,-0.31131590369850926,0.5666770059548208,-6.8474316579494126,-0.027977400721098833,United Kingdom,0.4585880073028704
9,2016,8738927002.253695,8753304756.93671,8882537301.677622,9086950352.274166,-3.9824494463761893,-3.8179240454967913,-2.3391092584230067,2.1745838575436087,-2.730632116724987,-1.2518173296512023,United Kingdom,1.0170031116430212
