farm_id,paradigm,A_built,A_fixed,A_C0,A_C1,A_C2,A_C3,t_built_bin,theta_energy_deg,theta_star_off_deg,pos_frac,wake_loss_built,wake_loss_rot,aep_built_MWh
81,S_D,3.3924,3.3924,3.3924,3.1169,3.6235,-0.0,0,31.1,35,1.0,0.0968,0.1225,51.3
81,S_E,0.4693,0.4693,0.4693,0.4292,0.5978,-0.0,30,31.1,35,1.0,0.0247,0.0116,55.4
82,S_A,0.235,0.235,0.235,0.1782,0.1605,0.0,19,86.2,175,1.0,0.0306,0.0313,38.0
82,S_B0,0.4781,0.4781,0.4781,0.4909,0.4374,0.0,0,86.2,90,0.8,0.2405,0.2441,29.8
82,S_B45,0.4782,0.4782,0.4782,0.4909,0.4375,-0.0,9,86.2,90,0.8,0.2405,0.2441,29.8
82,S_C,0.5051,0.5052,0.5051,0.4227,0.3769,-0.0,19,86.2,85,1.0,0.1198,0.1176,34.5
82,S_D,0.6985,0.6985,0.6985,0.6187,0.5516,0.0,0,86.2,90,1.0,0.1846,0.1859,32.0
82,S_E,0.1721,0.1721,0.1721,0.1301,0.1179,0.0,19,86.2,175,1.0,0.0205,0.021,38.4
83,S_A,0.1614,0.1614,0.1614,0.1753,0.1973,0.0,26,227.9,140,0.8,0.0318,0.0301,43.7
83,S_B0,0.8298,0.8298,0.8298,0.8295,0.8987,-0.0,0,227.9,5,1.0,0.2115,0.2176,35.6
83,S_B45,0.8295,0.8294,0.8295,0.8293,0.8985,0.0,9,227.9,5,1.0,0.2115,0.2176,35.6
83,S_C,0.5422,0.5421,0.5422,0.5559,0.612,0.0,26,227.9,140,1.0,0.1081,0.1073,40.3
83,S_D,0.861,0.861,0.861,0.835,0.9205,-0.0,0,227.9,5,1.0,0.1596,0.1665,37.9
83,S_E,0.1198,0.1199,0.1198,0.1296,0.148,0.0,26,227.9,50,0.8,0.0217,0.0205,44.2
84,S_A,0.1412,0.1412,0.1412,0.1331,0.138,0.0,25,237.1,145,0.8,0.0334,0.0322,44.4
84,S_B0,0.5759,0.5759,0.5759,0.5458,0.5599,-0.0,0,237.1,160,0.8,0.2292,0.2309,35.4
84,S_B45,0.5759,0.576,0.5759,0.5457,0.5598,0.0,9,237.1,160,0.8,0.2292,0.2309,35.4
84,S_C,0.3819,0.3819,0.3819,0.3707,0.3836,0.0,25,237.1,140,1.0,0.1166,0.1144,40.6
84,S_D,0.5858,0.5858,0.5858,0.594,0.6182,0.0,0,237.1,160,0.8,0.1744,0.1771,37.9
84,S_E,0.1001,0.1001,0.1001,0.1013,0.1069,0.0,25,237.1,145,0.8,0.0227,0.0219,44.9
85,S_A,0.615,0.615,0.615,0.4479,0.4171,-0.0,33,15.8,135,1.0,0.0422,0.0304,38.3
85,S_B0,3.4929,3.4929,3.4929,2.1668,1.9123,0.0,0,15.8,45,1.0,0.2439,0.2406,30.2
85,S_B45,3.4924,3.4925,3.4924,2.1665,1.912,-0.0,9,15.8,135,1.0,0.2439,0.2406,30.2
85,S_C,1.8497,1.8501,1.8497,1.3116,1.184,0.0,33,15.8,150,1.0,0.127,0.115,34.9
85,S_D,3.1315,3.1315,3.1315,2.0894,1.8654,0.0,0,15.8,45,1.0,0.1885,0.1826,32.4
85,S_E,0.417,0.417,0.417,0.3075,0.2892,-0.0,33,15.8,135,1.0,0.0287,0.0204,38.8
86,S_A,1.4901,1.4903,1.4901,0.853,0.5321,0.0,19,86.8,155,1.0,0.0801,0.0519,21.9
86,S_B0,5.2511,5.2511,5.2511,2.7413,1.8913,0.0,0,86.8,75,1.0,0.366,0.3437,15.1
86,S_B45,5.2508,5.2508,5.2508,2.741,1.8909,-0.0,9,86.8,75,1.0,0.366,0.3437,15.1
86,S_C,3.0869,3.0872,3.0869,1.6819,1.1248,-0.0,19,86.8,70,1.0,0.2101,0.1788,18.8
86,S_D,5.2757,5.2757,5.2757,2.8624,1.9277,-0.0,0,86.8,165,1.0,0.2779,0.2694,17.2
86,S_E,1.0167,1.0168,1.0167,0.5934,0.3651,-0.0,19,86.8,155,1.0,0.0564,0.0354,22.4
87,S_A,0.2102,0.2102,0.2102,0.188,0.2397,-0.0,25,234.7,55,1.0,0.0277,0.026,52.1
87,S_B0,0.686,0.686,0.686,0.5978,0.6955,0.0,0,234.7,0,1.0,0.1904,0.196,43.4
87,S_B45,0.6854,0.6854,0.6854,0.5977,0.6953,0.0,9,234.7,0,1.0,0.1905,0.196,43.4
87,S_C,0.5119,0.5118,0.5119,0.4147,0.4908,-0.0,25,234.7,145,1.0,0.0952,0.0946,48.5
87,S_D,0.7007,0.7007,0.7007,0.5713,0.675,0.0,0,234.7,0,1.0,0.1427,0.1487,46.0
87,S_E,0.1492,0.1492,0.1492,0.136,0.1779,0.0,25,234.7,55,1.0,0.0188,0.0176,52.6
88,S_A,0.301,0.3009,0.301,0.1786,0.1376,0.0,20,78.2,170,1.0,0.0365,0.0379,30.3
88,S_B0,0.7109,0.7109,0.7109,0.3761,0.3051,-0.0,0,78.2,95,1.0,0.2749,0.28,22.8
88,S_B45,0.7108,0.7108,0.7108,0.376,0.3051,0.0,9,78.2,95,1.0,0.2749,0.28,22.8
88,S_C,0.6615,0.6615,0.6615,0.3356,0.2714,0.0,20,78.2,80,1.0,0.1383,0.1386,27.1
88,S_D,0.8464,0.8464,0.8464,0.4545,0.3694,-0.0,0,78.2,90,1.0,0.2123,0.2155,24.7
88,S_E,0.2131,0.2131,0.2131,0.1303,0.0997,-0.0,20,78.2,170,1.0,0.0246,0.0256,30.6
89,S_A,0.1991,0.1991,0.1991,0.1471,0.1291,-0.0,20,78.6,170,1.0,0.0316,0.0323,38.0
89,S_B0,0.9928,0.9928,0.9928,0.4878,0.4237,0.0,0,78.6,45,1.0,0.2524,0.2492,29.3
89,S_B45,0.9924,0.9925,0.9924,0.4877,0.4236,-0.0,9,78.6,135,1.0,0.2524,0.2492,29.3
89,S_C,0.5989,0.5987,0.5989,0.3294,0.2894,0.0,20,78.6,125,1.0,0.1275,0.1206,34.2
89,S_D,0.8151,0.8151,0.8151,0.4308,0.3757,0.0,0,78.6,45,1.0,0.1947,0.1901,31.6
89,S_E,0.1486,0.1486,0.1486,0.1117,0.0982,0.0,20,78.6,170,1.0,0.0211,0.0217,38.4
90,S_A,0.9513,0.9513,0.9513,0.6133,0.4285,-0.0,24,59.9,150,1.0,0.0618,0.0375,31.3
90,S_B0,4.6398,4.6398,4.6398,2.7171,1.9889,0.0,0,59.9,5,1.0,0.2581,0.2871,24.7
90,S_B45,4.6396,4.6396,4.6396,2.7168,1.9887,-0.0,9,59.9,95,1.0,0.2581,0.2871,24.7
90,S_C,2.4587,2.459,2.4587,1.6352,1.1815,0.0,24,59.9,155,1.0,0.1709,0.1407,27.7
90,S_D,4.363,4.363,4.363,2.7709,1.9895,0.0,0,59.9,5,1.0,0.1911,0.2202,27.0
90,S_E,0.6363,0.6364,0.6363,0.4128,0.2881,-0.0,24,59.9,150,1.0,0.0422,0.0253,31.9
91,S_A,0.7462,0.7462,0.7462,0.4454,0.3153,-0.0,22,70.3,15,1.0,0.0362,0.0371,31.0
91,S_B0,3.1188,3.1188,3.1188,1.8881,1.4327,-0.0,0,70.3,130,1.0,0.2853,0.282,23.0
91,S_B45,3.1183,3.1184,3.1183,1.8878,1.4325,0.0,9,70.3,130,1.0,0.2853,0.282,23.0
91,S_C,1.7584,1.7586,1.7584,1.1611,0.8668,0.0,22,70.3,20,1.0,0.1319,0.1384,27.9
91,S_D,2.8044,2.8044,2.8044,1.7651,1.3202,-0.0,0,70.3,40,1.0,0.218,0.2164,25.1
91,S_E,0.4947,0.4947,0.4947,0.2972,0.2098,0.0,22,70.3,15,1.0,0.0245,0.025,31.4
92,S_A,0.1849,0.1848,0.1849,0.1258,0.1163,0.0,20,80.5,170,1.0,0.0302,0.0307,39.9
92,S_B0,0.9296,0.9296,0.9296,0.4545,0.4056,0.0,0,80.5,45,1.0,0.2449,0.2405,31.1
92,S_B45,0.9291,0.9293,0.9291,0.4544,0.4055,0.0,9,80.5,135,1.0,0.2449,0.2405,31.1
92,S_C,0.5341,0.5339,0.5341,0.3207,0.2904,0.0,20,80.5,125,1.0,0.1223,0.1155,36.1
92,S_D,0.7981,0.7981,0.7981,0.5362,0.4836,-0.0,0,80.5,65,1.0,0.1886,0.1828,33.4
92,S_E,0.1408,0.1408,0.1408,0.0897,0.082,-0.0,20,80.5,170,1.0,0.0202,0.0206,40.3
93,S_A,0.2205,0.2206,0.2205,0.2206,0.2824,-0.0,25,233.5,120,0.8,0.0264,0.0266,51.9
93,S_B0,0.9623,0.9623,0.9623,0.8495,0.9729,0.0,0,233.5,75,1.0,0.2015,0.2007,42.6
93,S_B45,0.962,0.9621,0.962,0.8493,0.9727,0.0,9,233.5,75,1.0,0.2015,0.2007,42.6
93,S_C,0.5412,0.5409,0.5412,0.4925,0.5943,0.0,25,233.5,40,1.0,0.0959,0.097,48.2
93,S_D,0.8371,0.8371,0.8371,0.7968,0.939,0.0,0,233.5,165,1.0,0.1518,0.1524,45.2
93,S_E,0.1486,0.1486,0.1486,0.151,0.197,-0.0,25,233.5,120,0.8,0.0179,0.018,52.4
94,S_A,0.3128,0.3128,0.3128,0.2142,0.1784,0.0,8,139.7,0,1.0,0.0352,0.0382,31.6
94,S_B0,1.3498,1.3498,1.3498,0.8816,0.7328,0.0,0,139.7,30,1.0,0.2851,0.275,23.4
94,S_B45,1.3497,1.3497,1.3497,0.8815,0.7327,0.0,9,139.7,120,1.0,0.2851,0.275,23.4
94,S_C,0.7963,0.7961,0.7963,0.5537,0.4636,0.0,8,139.7,170,1.0,0.1332,0.1371,28.4
94,S_D,1.0872,1.0872,1.0872,0.7427,0.6173,0.0,0,139.7,120,1.0,0.2243,0.2119,25.4
94,S_E,0.2123,0.2122,0.2123,0.1564,0.13,0.0,8,139.7,0,1.0,0.0238,0.0259,32.0
95,S_A,0.0994,0.0994,0.0994,0.113,0.1461,0.0,23,242.6,65,1.0,0.0229,0.023,53.7
95,S_B0,0.4604,0.4604,0.4604,0.4229,0.494,0.0,0,242.6,45,1.0,0.1898,0.1868,44.5
95,S_B45,0.4604,0.4603,0.4604,0.4229,0.4939,0.0,9,242.6,45,1.0,0.1898,0.1868,44.5
95,S_C,0.2773,0.2772,0.2773,0.2716,0.3279,0.0,23,242.6,20,0.8,0.0856,0.0876,50.2
95,S_D,0.4412,0.4412,0.4412,0.464,0.5589,0.0,0,242.6,145,1.0,0.1406,0.1405,47.2
95,S_E,0.0755,0.0755,0.0755,0.08,0.1047,0.0,23,242.6,65,1.0,0.0153,0.0154,54.1
96,S_A,0.2511,0.251,0.2511,0.2172,0.2284,-0.0,25,234.7,55,1.0,0.0353,0.0323,45.5
96,S_B0,0.6868,0.6868,0.6868,0.7177,0.7283,-0.0,0,234.7,175,0.8,0.2277,0.2323,36.4
96,S_B45,0.6867,0.6866,0.6867,0.7175,0.7281,0.0,9,234.7,175,0.8,0.2277,0.2323,36.4
96,S_C,0.4976,0.4976,0.4976,0.4908,0.5033,0.0,25,234.7,145,0.8,0.1166,0.1149,41.7
96,S_D,0.6897,0.6897,0.6897,0.7197,0.7383,0.0,0,234.7,175,0.8,0.1726,0.178,39.0
96,S_E,0.1833,0.1833,0.1833,0.1598,0.1703,-0.0,25,234.7,55,1.0,0.0241,0.0219,46.0
97,S_A,0.6681,0.6681,0.6681,0.43,0.3042,0.0,21,72.8,20,1.0,0.0438,0.037,31.4
97,S_B0,3.2084,3.2084,3.2084,1.9078,1.4396,0.0,0,72.8,130,1.0,0.2867,0.2818,23.4
97,S_B45,3.208,3.2081,3.208,1.9075,1.4394,0.0,9,72.8,130,1.0,0.2867,0.2818,23.4
97,S_C,1.756,1.7562,1.756,1.159,0.8635,-0.0,21,72.8,25,1.0,0.1413,0.1382,28.2
97,S_D,2.9114,2.9114,2.9114,1.807,1.3428,-0.0,0,72.8,40,1.0,0.2178,0.2162,25.7
97,S_E,0.4354,0.4354,0.4354,0.2849,0.2013,-0.0,21,72.8,20,1.0,0.0297,0.0249,31.9
98,S_A,0.3004,0.3003,0.3004,0.1523,0.1031,0.0,22,67.6,160,1.0,0.0415,0.0431,24.5
98,S_B0,0.9195,0.9195,0.9195,0.4461,0.3317,-0.0,0,67.6,25,1.0,0.3025,0.3067,17.8
98,S_B45,0.9194,0.9195,0.9194,0.4462,0.3317,0.0,9,67.6,115,1.0,0.3025,0.3067,17.8
98,S_C,0.5873,0.5873,0.5873,0.2997,0.2169,-0.0,22,67.6,70,1.0,0.1515,0.1547,21.7
98,S_D,0.7433,0.7433,0.7433,0.3779,0.2783,0.0,0,67.6,90,1.0,0.2351,0.2377,19.5
98,S_E,0.2199,0.2199,0.2199,0.1089,0.0747,-0.0,22,67.6,160,1.0,0.0281,0.0292,24.8
99,S_A,0.1182,0.1182,0.1182,0.1077,0.0992,0.0,25,234.2,45,0.6,0.0334,0.0326,42.3
99,S_B0,0.2317,0.2317,0.2317,0.2241,0.2064,0.0,0,234.2,15,0.8,0.2451,0.2436,33.0
99,S_B45,0.2317,0.2316,0.2317,0.2241,0.2064,-0.0,9,234.2,15,0.8,0.2451,0.2436,33.0
99,S_C,0.2697,0.2695,0.2697,0.2398,0.2222,-0.0,25,234.2,160,0.8,0.118,0.1191,38.6
99,S_D,0.3989,0.3989,0.3989,0.3575,0.3332,0.0,0,234.2,15,0.8,0.1847,0.1863,35.7
99,S_E,0.0907,0.0907,0.0907,0.0879,0.082,0.0,25,234.2,45,1.0,0.0226,0.022,42.8
100,S_A,0.1569,0.1569,0.1569,0.1624,0.16,0.0,26,232.4,115,1.0,0.0359,0.0351,42.1
100,S_B0,0.5066,0.5066,0.5066,0.3123,0.3027,-0.0,0,232.4,65,1.0,0.2455,0.2466,32.9
100,S_B45,0.5066,0.5066,0.5066,0.3124,0.3028,-0.0,9,232.4,65,1.0,0.2455,0.2466,32.9
100,S_C,0.4232,0.4228,0.4232,0.2671,0.2604,0.0,26,232.4,25,1.0,0.1242,0.1235,38.2
100,S_D,0.4933,0.4933,0.4933,0.3589,0.3505,0.0,0,232.4,65,0.8,0.1877,0.1899,35.5
100,S_E,0.1122,0.1122,0.1122,0.1226,0.1214,-0.0,26,232.4,50,1.0,0.0244,0.0239,42.6
101,S_A,0.7171,0.7171,0.7171,0.6517,0.8909,-0.0,30,31.1,35,1.0,0.0372,0.0176,54.7
101,S_B0,4.1615,4.1615,4.1615,3.5422,3.888,-0.0,0,31.1,0,1.0,0.1326,0.1672,49.3
101,S_B45,4.1611,4.1611,4.1611,3.5419,3.8877,0.0,9,31.1,0,1.0,0.1326,0.1672,49.3
101,S_C,1.9752,1.9754,1.9752,1.7808,2.1642,0.0,30,31.1,120,1.0,0.1014,0.0733,51.0
101,S_D,3.3924,3.3924,3.3924,3.1169,3.6235,-0.0,0,31.1,35,1.0,0.0968,0.1225,51.3
101,S_E,0.4693,0.4693,0.4693,0.4292,0.5978,-0.0,30,31.1,35,1.0,0.0247,0.0116,55.4
102,S_A,0.2376,0.2375,0.2376,0.2251,0.2181,0.0,25,235.9,55,1.0,0.0394,0.0356,41.8
102,S_B0,0.8989,0.8989,0.8989,0.741,0.7079,-0.0,0,235.9,165,0.8,0.2457,0.2501,32.8
102,S_B45,0.8989,0.8989,0.8989,0.7408,0.7077,0.0,9,235.9,75,0.8,0.2457,0.2501,32.8
102,S_C,0.5066,0.5063,0.5066,0.5012,0.4831,0.0,25,235.9,40,0.8,0.1284,0.1252,38.0
102,S_D,0.7054,0.7054,0.7054,0.7258,0.6972,-0.0,0,235.9,165,0.8,0.187,0.1927,35.4
102,S_E,0.1778,0.1778,0.1778,0.1666,0.1623,0.0,25,235.9,55,1.0,0.027,0.0242,42.4
103,S_A,0.615,0.615,0.615,0.4479,0.4171,-0.0,33,15.8,135,1.0,0.0422,0.0304,38.3
103,S_B0,3.4929,3.4929,3.4929,2.1668,1.9123,0.0,0,15.8,45,1.0,0.2439,0.2406,30.2
103,S_B45,3.4924,3.4925,3.4924,2.1665,1.912,-0.0,9,15.8,135,1.0,0.2439,0.2406,30.2
103,S_C,1.8497,1.8501,1.8497,1.3116,1.184,0.0,33,15.8,150,1.0,0.127,0.115,34.9
103,S_D,3.1315,3.1315,3.1315,2.0894,1.8654,0.0,0,15.8,45,1.0,0.1885,0.1826,32.4
103,S_E,0.417,0.417,0.417,0.3075,0.2892,-0.0,33,15.8,135,1.0,0.0287,0.0204,38.8
104,S_A,0.2348,0.2347,0.2348,0.1874,0.1628,0.0,19,83.0,175,1.0,0.0315,0.0327,38.0
104,S_B0,0.6532,0.6532,0.6532,0.5005,0.4259,0.0,0,83.0,65,0.8,0.2495,0.252,29.4
104,S_B45,0.6526,0.6527,0.6526,0.5004,0.4258,0.0,9,83.0,155,0.8,0.2495,0.252,29.4
104,S_C,0.4755,0.4755,0.4755,0.3972,0.3455,-0.0,19,83.0,85,1.0,0.1241,0.1221,34.3
104,S_D,0.7478,0.7478,0.7478,0.6049,0.5249,0.0,0,83.0,85,1.0,0.1928,0.1923,31.6
104,S_E,0.1737,0.1737,0.1737,0.1383,0.1204,0.0,19,83.0,175,1.0,0.0211,0.022,38.4
105,S_A,0.8182,0.8182,0.8182,0.5636,0.432,0.0,33,13.2,135,1.0,0.0541,0.0375,31.3
105,S_B0,4.3903,4.3903,4.3903,2.6892,2.0974,-0.0,0,13.2,45,1.0,0.2843,0.2808,23.7
105,S_B45,4.39,4.3899,4.39,2.6888,2.0971,0.0,9,13.2,135,1.0,0.2843,0.2808,23.7
105,S_C,2.4568,2.4571,2.4568,1.6708,1.2975,0.0,33,13.2,150,1.0,0.1562,0.1382,27.9
105,S_D,4.0347,4.0347,4.0347,2.677,2.0698,-0.0,0,13.2,45,1.0,0.2221,0.2156,25.7
105,S_E,0.5614,0.5614,0.5614,0.389,0.298,0.0,33,13.2,135,1.0,0.0371,0.0253,31.9
106,S_A,0.2161,0.2161,0.2161,0.1512,0.1374,0.0,3,163.3,15,1.0,0.0356,0.0348,35.4
106,S_B0,0.8659,0.8659,0.8659,0.6081,0.5421,0.0,0,163.3,25,1.0,0.2625,0.2552,27.1
106,S_B45,0.8658,0.8657,0.8658,0.608,0.542,0.0,9,163.3,25,1.0,0.2625,0.2552,27.1
106,S_C,0.4333,0.4333,0.4333,0.3541,0.3191,0.0,3,163.3,105,1.0,0.1247,0.126,32.1
106,S_D,0.7383,0.7383,0.7383,0.5157,0.4623,-0.0,0,163.3,60,1.0,0.2031,0.1959,29.2
106,S_E,0.1445,0.1445,0.1445,0.1035,0.0944,0.0,3,163.3,15,1.0,0.0242,0.0235,35.8
107,S_A,1.4901,1.4903,1.4901,0.853,0.5321,0.0,19,86.8,155,1.0,0.0801,0.0519,21.9
107,S_B0,5.2511,5.2511,5.2511,2.7413,1.8913,0.0,0,86.8,75,1.0,0.366,0.3437,15.1
107,S_B45,5.2508,5.2508,5.2508,2.741,1.8909,-0.0,9,86.8,75,1.0,0.366,0.3437,15.1
107,S_C,3.0869,3.0872,3.0869,1.6819,1.1248,-0.0,19,86.8,70,1.0,0.2101,0.1788,18.8
107,S_D,5.2757,5.2757,5.2757,2.8624,1.9277,-0.0,0,86.8,165,1.0,0.2779,0.2694,17.2
107,S_E,1.0167,1.0168,1.0167,0.5934,0.3651,-0.0,19,86.8,155,1.0,0.0564,0.0354,22.4
108,S_A,0.3128,0.3128,0.3128,0.2142,0.1784,0.0,8,139.7,0,1.0,0.0352,0.0382,31.6
108,S_B0,1.3498,1.3498,1.3498,0.8816,0.7328,0.0,0,139.7,30,1.0,0.2851,0.275,23.4
108,S_B45,1.3497,1.3497,1.3497,0.8815,0.7327,0.0,9,139.7,120,1.0,0.2851,0.275,23.4
108,S_C,0.7963,0.7961,0.7963,0.5537,0.4636,0.0,8,139.7,170,1.0,0.1332,0.1371,28.4
108,S_D,1.0872,1.0872,1.0872,0.7427,0.6173,0.0,0,139.7,120,1.0,0.2243,0.2119,25.4
108,S_E,0.2123,0.2122,0.2123,0.1564,0.13,0.0,8,139.7,0,1.0,0.0238,0.0259,32.0
109,S_A,0.2352,0.2351,0.2352,0.1832,0.1526,0.0,20,77.5,170,0.8,0.0341,0.0346,35.2
109,S_B0,0.6393,0.6393,0.6393,0.4285,0.3681,0.0,0,77.5,75,0.8,0.2594,0.2618,27.0
109,S_B45,0.6391,0.6391,0.6391,0.4284,0.3681,-0.0,9,77.5,75,0.8,0.2594,0.2618,27.0
109,S_C,0.4492,0.4492,0.4492,0.3918,0.3318,0.0,20,77.5,80,0.8,0.1358,0.128,31.5
109,S_D,0.7398,0.7398,0.7398,0.5806,0.4896,-0.0,0,77.5,75,0.8,0.2005,0.2005,29.1
109,S_E,0.1732,0.1732,0.1732,0.1353,0.1124,-0.0,20,77.5,170,0.8,0.0229,0.0233,35.6
110,S_A,0.6131,0.6131,0.6131,0.4015,0.3209,-0.0,34,7.9,150,1.0,0.0486,0.036,31.5
110,S_B0,3.5648,3.5648,3.5648,2.1214,1.7047,0.0,0,7.9,50,1.0,0.2823,0.272,23.7
110,S_B45,3.5645,3.5642,3.5645,2.1208,1.7042,0.0,9,7.9,140,1.0,0.2823,0.272,23.7
110,S_C,1.9065,1.9064,1.9065,1.2757,1.0215,0.0,34,7.9,55,1.0,0.1461,0.1333,28.2
110,S_D,3.0792,3.0792,3.0792,1.9055,1.5273,-0.0,0,7.9,50,1.0,0.2221,0.2085,25.7
110,S_E,0.4076,0.4076,0.4076,0.2886,0.2303,-0.0,34,7.9,150,1.0,0.0333,0.0243,32.0
111,S_A,0.9513,0.9513,0.9513,0.6133,0.4285,-0.0,24,59.9,150,1.0,0.0618,0.0375,31.3
111,S_B0,4.6398,4.6398,4.6398,2.7171,1.9889,0.0,0,59.9,5,1.0,0.2581,0.2871,24.7
111,S_B45,4.6396,4.6396,4.6396,2.7168,1.9887,-0.0,9,59.9,95,1.0,0.2581,0.2871,24.7
111,S_C,2.4587,2.459,2.4587,1.6352,1.1815,0.0,24,59.9,155,1.0,0.1709,0.1407,27.7
111,S_D,4.363,4.363,4.363,2.7709,1.9895,0.0,0,59.9,5,1.0,0.1911,0.2202,27.0
111,S_E,0.6363,0.6364,0.6363,0.4128,0.2881,-0.0,24,59.9,150,1.0,0.0422,0.0253,31.9
112,S_A,1.6487,1.649,1.6487,0.9447,0.5898,-0.0,18,90.6,160,1.0,0.0669,0.0511,23.1
112,S_B0,6.2031,6.2031,6.2031,3.0037,2.0795,0.0,0,90.6,75,1.0,0.3675,0.3409,15.7
112,S_B45,6.2027,6.2028,6.2027,3.0035,2.0792,0.0,9,90.6,75,1.0,0.3675,0.3409,15.7
112,S_C,3.6216,3.622,3.6216,1.834,1.2268,-0.0,18,90.6,75,1.0,0.1909,0.1768,20.1
112,S_D,6.0265,6.0265,6.0265,3.1626,2.1225,0.0,0,90.6,165,1.0,0.2792,0.267,17.9
112,S_E,1.1246,1.1247,1.1246,0.647,0.4002,0.0,18,90.6,160,1.0,0.047,0.0349,23.6
113,S_A,0.1455,0.1455,0.1455,0.1595,0.1804,-0.0,25,236.9,115,1.0,0.0325,0.03,47.0
113,S_B0,0.4956,0.4956,0.4956,0.3755,0.4028,0.0,0,236.9,60,1.0,0.2142,0.2168,38.2
113,S_B45,0.4956,0.4956,0.4956,0.3751,0.4025,-0.0,9,236.9,60,1.0,0.2142,0.2168,38.2
113,S_C,0.3477,0.3475,0.3477,0.3152,0.3437,0.0,25,236.9,25,1.0,0.1098,0.107,43.3
113,S_D,0.466,0.466,0.466,0.4366,0.4796,0.0,0,236.9,60,1.0,0.1627,0.1659,40.7
113,S_E,0.1159,0.1159,0.1159,0.1203,0.138,0.0,25,236.9,55,1.0,0.0221,0.0204,47.5
114,S_A,0.2689,0.2689,0.2689,0.2389,0.2271,0.0,15,285.2,45,1.0,0.0331,0.0325,39.7
114,S_B0,1.3085,1.3085,1.3085,0.9049,0.8279,0.0,0,285.2,45,1.0,0.2443,0.2439,31.0
114,S_B45,1.3081,1.3084,1.3081,0.9046,0.8277,-0.0,9,285.2,135,1.0,0.2443,0.2439,31.0
114,S_C,0.692,0.692,0.692,0.5792,0.543,0.0,15,285.2,150,1.0,0.1272,0.119,35.8
114,S_D,1.0429,1.0429,1.0429,0.7576,0.7009,-0.0,0,285.2,45,1.0,0.1892,0.1864,33.3
114,S_E,0.185,0.185,0.185,0.1715,0.1647,-0.0,15,285.2,45,1.0,0.0223,0.0219,40.1
115,S_A,1.5492,1.5494,1.5492,0.912,0.5898,0.0,17,96.4,165,1.0,0.0594,0.0495,25.0
115,S_B0,5.6904,5.6904,5.6904,2.806,1.9911,0.0,0,96.4,70,1.0,0.3795,0.3338,16.5
115,S_B45,5.6901,5.6901,5.6901,2.8056,1.9907,-0.0,9,96.4,70,1.0,0.3795,0.3338,16.5
115,S_C,3.3329,3.3332,3.3329,1.773,1.2235,0.0,17,96.4,75,1.0,0.1781,0.1722,21.9
115,S_D,5.4033,5.4033,5.4033,2.8506,1.9655,0.0,0,96.4,160,1.0,0.2907,0.2608,18.9
115,S_E,1.0489,1.049,1.0489,0.63,0.4039,0.0,17,96.4,165,1.0,0.0415,0.0338,25.5
116,S_A,0.1585,0.1585,0.1585,0.1498,0.1712,-0.0,25,232.6,115,1.0,0.0302,0.029,49.9
116,S_B0,0.3546,0.3546,0.3546,0.2863,0.3101,-0.0,0,232.6,60,0.8,0.2145,0.2149,40.5
116,S_B45,0.3548,0.3547,0.3548,0.2863,0.3102,0.0,9,232.6,60,0.8,0.2145,0.2149,40.5
116,S_C,0.3248,0.3245,0.3248,0.2395,0.2613,0.0,25,232.6,25,0.8,0.1051,0.1049,46.1
116,S_D,0.3781,0.3781,0.3781,0.2909,0.32,0.0,0,232.6,60,0.8,0.1624,0.1638,43.1
116,S_E,0.1064,0.1064,0.1064,0.1062,0.1247,0.0,25,232.6,115,1.0,0.0205,0.0197,50.4
117,S_A,0.1855,0.1855,0.1855,0.165,0.2087,-0.0,19,266.5,85,1.0,0.0236,0.0234,51.9
117,S_B0,0.5387,0.5387,0.5387,0.4605,0.5386,0.0,0,266.5,165,0.8,0.1819,0.186,43.5
117,S_B45,0.5386,0.5386,0.5386,0.4602,0.5383,0.0,9,266.5,165,0.8,0.1819,0.186,43.5
117,S_C,0.3831,0.383,0.3831,0.3619,0.4294,0.0,19,266.5,175,1.0,0.0851,0.0882,48.6
117,S_D,0.5237,0.5237,0.5237,0.483,0.577,-0.0,0,266.5,5,1.0,0.136,0.1405,45.9
117,S_E,0.1355,0.1355,0.1355,0.1209,0.1565,0.0,19,266.5,85,1.0,0.0159,0.0157,52.3
118,S_A,0.2055,0.2054,0.2055,0.1627,0.1335,-0.0,19,86.7,175,1.0,0.0339,0.035,35.1
118,S_B0,0.7581,0.7581,0.7581,0.5048,0.4254,0.0,0,86.7,45,0.8,0.2624,0.2654,26.8
118,S_B45,0.7581,0.758,0.7581,0.5049,0.4254,0.0,9,86.7,135,0.8,0.2624,0.2654,26.8
118,S_C,0.5221,0.5221,0.5221,0.4382,0.3653,0.0,19,86.7,85,0.8,0.1319,0.1298,31.5
118,S_D,0.7706,0.7706,0.7706,0.6787,0.5622,-0.0,0,86.7,85,1.0,0.2035,0.2032,28.9
118,S_E,0.1549,0.1549,0.1549,0.1202,0.0984,0.0,19,86.7,175,1.0,0.0227,0.0236,35.5
119,S_A,0.9711,0.9709,0.9711,0.6914,0.5386,-0.0,33,16.7,135,1.0,0.0541,0.0367,32.5
119,S_B0,3.4538,3.4538,3.4538,2.4803,1.9662,0.0,0,16.7,25,1.0,0.2787,0.2775,24.8
119,S_B45,3.4531,3.4531,3.4531,2.4798,1.9658,-0.0,9,16.7,115,1.0,0.2787,0.2775,24.8
