farm_id,p90_deficit_high,p90_deficit_low,delta_p90,eta_high,eta_low,n_upstream_wakes,multi_wake_frac
42,0.4297758208380805,0.041673024495442745,0.3881027963426378,0.23974445183043916,0.9206136760773532,19.513513565063477,0.9459459185600281
43,0.4228158526950412,0.12802643246120882,0.29478942023383237,0.6293676192446459,0.8404822702878573,9.117116928100586,0.7477477192878723
37,0.3847895675235324,0.07823625140719939,0.30655331611633296,0.6273023574262051,0.8925315217463826,3.2456140518188477,0.5614035129547119
39,0.3039725303649904,0.060759660932752826,0.24321286943223758,0.8066901582614779,0.901492362921729,4.728070259094238,0.6140350699424744
40,0.3400142404768202,0.058463594648573126,0.28155064582824707,0.6038142752848487,0.9167939444883639,5.640350818634033,0.7105262875556946
38,0.4548818482293023,0.11370941797892252,0.34117243025037974,0.5796770175738422,0.8693538414900888,3.704347848892212,0.6608695387840271
36,0.39829468727111816,0.1303056875864665,0.2679889996846517,0.40681356218652914,0.7649870279594644,3.3017241954803467,0.6982758641242981
35,0.46135808626810704,0.11012411647372783,0.3512339697943792,0.5288562941905839,0.858635477526393,8.983333587646484,0.824999988079071
34,0.4598604732089574,0.08972487979465063,0.3701355934143068,0.7540966458359843,0.8564837048810027,4.656000137329102,0.6480000019073486
32,0.4599304623074002,0.07918379041883676,0.3807466718885634,0.5207048607252297,0.8855195229478913,7.7421875,0.75
30,0.49061889648437496,0.16224362055460614,0.3283752759297688,0.3733157135264259,0.7272085296270422,10.573643684387207,0.8604651093482971
31,0.4647264904446073,0.20290596220228407,0.2618205282423232,0.6022666229306576,0.7536169789616374,7.449612617492676,0.682170569896698
29,0.3074371549818251,0.1880378193325467,0.1193993356492784,0.6747625502393858,0.7332753746643036,7.106870174407959,0.7709923386573792
28,0.49064009454515245,0.07013158798217772,0.4205085065629747,0.23715384690036878,0.9018916254414194,17.977611541748047,0.9402984976768494
27,0.4115485297309027,0.21608836385938857,0.19546016587151416,0.6970777624891846,0.7535075175304591,2.45652174949646,0.5942028760910034
26,0.3247754467858209,0.11272713343302407,0.2120483133527968,0.6489957380400304,0.8102905453792607,3.4357142448425293,0.6642857193946838
25,0.4357922871907552,0.13979579607645667,0.2959964911142985,0.6048799273148536,0.8380677311216015,2.8947367668151855,0.6118420958518982
23,0.4080517292022705,0.15198201603359646,0.25606971316867405,0.5258029503105288,0.78561506052208,4.128205299377441,0.692307710647583
24,0.3645891083611382,0.13918352127075195,0.22540558709038627,0.5879465482268048,0.8189614497341617,4.051281929016113,0.7371794581413269
22,0.5492326948377821,0.18908495373196077,0.3601477411058214,0.4636760209730391,0.6925140050813903,3.13043475151062,0.6770186424255371
21,0.4634819931454129,0.056227334340413423,0.40725465880499945,0.2559059476975182,0.9266384918176459,15.203703880310059,0.8888888955116272
20,0.41128352483113606,0.15035576290554475,0.2609277619255913,0.5914728692208623,0.7680423590262618,6.778443336486816,0.742514967918396
19,0.42367590798272026,0.09136560228135848,0.3323103057013618,0.5861500222483323,0.8390546615941737,12.19298267364502,0.7953216433525085
18,0.3400271468692357,0.16372387144300674,0.17630327542622895,0.6756390471483473,0.8001313085562537,4.097701072692871,0.6494252681732178
17,0.4382266786363389,0.12098653581407337,0.31724014282226554,0.27532391473121653,0.7775870308679156,7.2228569984436035,0.845714271068573
16,0.34793539577060273,0.1574937343597412,0.19044166141086152,0.5930721873139385,0.7724418010696649,5.365168571472168,0.7471910119056702
14,0.4236140780978732,0.11156760321723092,0.3120464748806423,0.5627875620732938,0.86569730838857,5.712707042694092,0.7182320356369019
15,0.44641115930345326,0.14428217146131725,0.30212898784213604,0.7268974891722886,0.8290971205838517,3.1703295707702637,0.6483516693115234
13,0.5014888551500107,0.16947053273518878,0.332018322414822,0.6483738891439992,0.7149629303644491,5.511627674102783,0.7720929980278015
12,0.45268774562411834,0.05854458279079867,0.3941431628333197,0.45329299911757304,0.9193631192886728,4.631147384643555,0.7377049326896667
10,0.31612910164727104,0.06505356894599068,0.25107553270128036,0.6571405830792791,0.8947415303332203,6.95121955871582,0.6951219439506531
11,0.467354244656033,0.16817577679951984,0.29917846785651314,0.3910500081899499,0.7254483965230409,19.62601661682129,0.9024389982223511
9,0.4272387822469076,0.1546036508348253,0.2726351314120823,0.5509518450878153,0.7531452666214002,14.835206031799316,0.8539325594902039
8,0.46707078615824393,0.0735403802659777,0.39353040589226623,0.6807961117649809,0.8780931573706505,11.45683479309082,0.8273381590843201
7,0.38891020880805127,0.13449527952406146,0.2544149292839898,0.509285308711409,0.7551661887363739,7.454225540161133,0.7992957830429077
6,0.4450885931650798,0.07410168117947045,0.37098691198560935,0.4659082532610384,0.8730203712850907,20.106164932250977,0.9417808055877686
5,0.2523771286010742,0.06762873331705727,0.18474839528401693,0.6421386091129254,0.9016257087854636,7.471976280212402,0.7876105904579163
4,0.43145265579223635,0.10587322447035047,0.3255794313218859,0.5134896520556724,0.8264734955458507,13.892857551574707,0.843406617641449
3,0.5166351530287001,0.10370148552788627,0.41293366750081384,0.5578468161909462,0.8469842107126869,43.582767486572266,0.9115646481513977
2,0.5122936460706923,0.23795575565761992,0.2743378904130723,0.5340653296257667,0.6913610237934184,28.26748275756836,0.8793706297874451
1,0.44211818377176926,0.08325472937689891,0.35886345439487033,0.3448453551683393,0.8756457522495726,17.207483291625977,0.9115646481513977
0,0.4445295757717558,0.08887075848049589,0.3556588172912599,0.4574241458681767,0.8671074508965028,36.91487121582031,0.9030172228813171
