farm_id,country,lat,lon,wd_deg
57,Vietnam,9.2189,105.8099,92.6
57,Vietnam,9.2189,105.8099,90.4
57,Vietnam,9.2189,105.8099,98.6
57,Vietnam,9.2189,105.8099,104.2
57,Vietnam,9.2189,105.8099,94.7
57,Vietnam,9.2189,105.8099,99.2
57,Vietnam,9.2189,105.8099,92.5
57,Vietnam,9.2189,105.8099,92.6
57,Vietnam,9.2189,105.8099,89.3
57,Vietnam,9.2189,105.8099,92.8
57,Vietnam,9.2189,105.8099,113.1
57,Vietnam,9.2189,105.8099,117.6
57,Vietnam,9.2189,105.8099,116.3
57,Vietnam,9.2189,105.8099,216.8
57,Vietnam,9.2189,105.8099,235.6
57,Vietnam,9.2189,105.8099,11.3
57,Vietnam,9.2189,105.8099,116.7
57,Vietnam,9.2189,105.8099,75.5
57,Vietnam,9.2189,105.8099,86.9
57,Vietnam,9.2189,105.8099,99.9
57,Vietnam,9.2189,105.8099,177.2
57,Vietnam,9.2189,105.8099,179.5
57,Vietnam,9.2189,105.8099,192.5
57,Vietnam,9.2189,105.8099,218.8
57,Vietnam,9.2189,105.8099,220.0
57,Vietnam,9.2189,105.8099,194.3
57,Vietnam,9.2189,105.8099,93.1
57,Vietnam,9.2189,105.8099,90.1
57,Vietnam,9.2189,105.8099,79.2
57,Vietnam,9.2189,105.8099,77.6
57,Vietnam,9.2189,105.8099,78.3
57,Vietnam,9.2189,105.8099,76.7
57,Vietnam,9.2189,105.8099,96.0
57,Vietnam,9.2189,105.8099,80.4
57,Vietnam,9.2189,105.8099,77.4
57,Vietnam,9.2189,105.8099,87.2
57,Vietnam,9.2189,105.8099,87.7
57,Vietnam,9.2189,105.8099,101.9
57,Vietnam,9.2189,105.8099,98.3
57,Vietnam,9.2189,105.8099,94.4
57,Vietnam,9.2189,105.8099,87.7
57,Vietnam,9.2189,105.8099,78.3
57,Vietnam,9.2189,105.8099,93.3
57,Vietnam,9.2189,105.8099,273.2
57,Vietnam,9.2189,105.8099,197.9
57,Vietnam,9.2189,105.8099,279.5
57,Vietnam,9.2189,105.8099,252.1
57,Vietnam,9.2189,105.8099,280.4
57,Vietnam,9.2189,105.8099,249.0
57,Vietnam,9.2189,105.8099,195.2
57,Vietnam,9.2189,105.8099,205.6
57,Vietnam,9.2189,105.8099,225.5
57,Vietnam,9.2189,105.8099,239.4
57,Vietnam,9.2189,105.8099,222.9
57,Vietnam,9.2189,105.8099,224.5
57,Vietnam,9.2189,105.8099,225.9
57,Vietnam,9.2189,105.8099,239.5
57,Vietnam,9.2189,105.8099,281.5
57,Vietnam,9.2189,105.8099,268.9
57,Vietnam,9.2189,105.8099,250.8
57,Vietnam,9.2189,105.8099,255.7
57,Vietnam,9.2189,105.8099,233.1
57,Vietnam,9.2189,105.8099,226.5
57,Vietnam,9.2189,105.8099,257.4
57,Vietnam,9.2189,105.8099,288.9
57,Vietnam,9.2189,105.8099,328.5
57,Vietnam,9.2189,105.8099,83.5
57,Vietnam,9.2189,105.8099,64.7
57,Vietnam,9.2189,105.8099,103.1
57,Vietnam,9.2189,105.8099,117.2
57,Vietnam,9.2189,105.8099,339.6
57,Vietnam,9.2189,105.8099,332.6
57,Vietnam,9.2189,105.8099,258.2
57,Vietnam,9.2189,105.8099,233.0
57,Vietnam,9.2189,105.8099,158.7
57,Vietnam,9.2189,105.8099,20.0
57,Vietnam,9.2189,105.8099,75.1
57,Vietnam,9.2189,105.8099,98.2
57,Vietnam,9.2189,105.8099,102.3
57,Vietnam,9.2189,105.8099,121.1
57,Vietnam,9.2189,105.8099,218.6
57,Vietnam,9.2189,105.8099,228.6
57,Vietnam,9.2189,105.8099,220.7
57,Vietnam,9.2189,105.8099,219.4
57,Vietnam,9.2189,105.8099,254.5
57,Vietnam,9.2189,105.8099,265.8
57,Vietnam,9.2189,105.8099,255.6
57,Vietnam,9.2189,105.8099,271.2
57,Vietnam,9.2189,105.8099,223.1
57,Vietnam,9.2189,105.8099,216.1
57,Vietnam,9.2189,105.8099,251.5
57,Vietnam,9.2189,105.8099,237.2
57,Vietnam,9.2189,105.8099,239.9
57,Vietnam,9.2189,105.8099,347.2
57,Vietnam,9.2189,105.8099,183.6
57,Vietnam,9.2189,105.8099,183.3
57,Vietnam,9.2189,105.8099,249.9
57,Vietnam,9.2189,105.8099,269.7
57,Vietnam,9.2189,105.8099,268.8
57,Vietnam,9.2189,105.8099,264.0
57,Vietnam,9.2189,105.8099,273.7
57,Vietnam,9.2189,105.8099,256.7
57,Vietnam,9.2189,105.8099,234.9
57,Vietnam,9.2189,105.8099,243.8
57,Vietnam,9.2189,105.8099,263.4
57,Vietnam,9.2189,105.8099,265.8
57,Vietnam,9.2189,105.8099,263.4
57,Vietnam,9.2189,105.8099,261.0
57,Vietnam,9.2189,105.8099,259.3
57,Vietnam,9.2189,105.8099,273.9
57,Vietnam,9.2189,105.8099,267.9
57,Vietnam,9.2189,105.8099,244.2
57,Vietnam,9.2189,105.8099,264.1
57,Vietnam,9.2189,105.8099,227.9
57,Vietnam,9.2189,105.8099,242.4
57,Vietnam,9.2189,105.8099,251.6
57,Vietnam,9.2189,105.8099,247.7
57,Vietnam,9.2189,105.8099,248.0
57,Vietnam,9.2189,105.8099,242.7
57,Vietnam,9.2189,105.8099,242.7
57,Vietnam,9.2189,105.8099,228.3
57,Vietnam,9.2189,105.8099,247.9
57,Vietnam,9.2189,105.8099,240.7
57,Vietnam,9.2189,105.8099,265.5
57,Vietnam,9.2189,105.8099,243.6
57,Vietnam,9.2189,105.8099,231.4
57,Vietnam,9.2189,105.8099,245.0
57,Vietnam,9.2189,105.8099,269.4
57,Vietnam,9.2189,105.8099,244.4
57,Vietnam,9.2189,105.8099,256.4
57,Vietnam,9.2189,105.8099,250.7
57,Vietnam,9.2189,105.8099,272.6
57,Vietnam,9.2189,105.8099,235.5
57,Vietnam,9.2189,105.8099,224.4
57,Vietnam,9.2189,105.8099,249.4
57,Vietnam,9.2189,105.8099,224.8
57,Vietnam,9.2189,105.8099,252.1
57,Vietnam,9.2189,105.8099,263.8
57,Vietnam,9.2189,105.8099,232.8
57,Vietnam,9.2189,105.8099,236.6
57,Vietnam,9.2189,105.8099,257.7
57,Vietnam,9.2189,105.8099,242.8
57,Vietnam,9.2189,105.8099,228.4
57,Vietnam,9.2189,105.8099,236.6
57,Vietnam,9.2189,105.8099,225.7
57,Vietnam,9.2189,105.8099,256.2
57,Vietnam,9.2189,105.8099,236.3
57,Vietnam,9.2189,105.8099,241.3
57,Vietnam,9.2189,105.8099,235.3
57,Vietnam,9.2189,105.8099,224.0
57,Vietnam,9.2189,105.8099,257.1
57,Vietnam,9.2189,105.8099,265.4
57,Vietnam,9.2189,105.8099,249.3
57,Vietnam,9.2189,105.8099,244.7
57,Vietnam,9.2189,105.8099,265.1
57,Vietnam,9.2189,105.8099,254.2
57,Vietnam,9.2189,105.8099,252.7
57,Vietnam,9.2189,105.8099,266.0
57,Vietnam,9.2189,105.8099,253.5
57,Vietnam,9.2189,105.8099,228.5
57,Vietnam,9.2189,105.8099,265.9
57,Vietnam,9.2189,105.8099,259.0
57,Vietnam,9.2189,105.8099,253.6
57,Vietnam,9.2189,105.8099,250.9
57,Vietnam,9.2189,105.8099,264.8
57,Vietnam,9.2189,105.8099,272.5
57,Vietnam,9.2189,105.8099,266.5
57,Vietnam,9.2189,105.8099,274.9
57,Vietnam,9.2189,105.8099,273.8
57,Vietnam,9.2189,105.8099,258.7
57,Vietnam,9.2189,105.8099,248.5
57,Vietnam,9.2189,105.8099,258.5
57,Vietnam,9.2189,105.8099,248.7
57,Vietnam,9.2189,105.8099,250.8
57,Vietnam,9.2189,105.8099,248.6
57,Vietnam,9.2189,105.8099,250.1
57,Vietnam,9.2189,105.8099,245.1
57,Vietnam,9.2189,105.8099,262.8
57,Vietnam,9.2189,105.8099,255.2
57,Vietnam,9.2189,105.8099,262.7
57,Vietnam,9.2189,105.8099,278.7
57,Vietnam,9.2189,105.8099,264.7
57,Vietnam,9.2189,105.8099,244.0
57,Vietnam,9.2189,105.8099,255.2
57,Vietnam,9.2189,105.8099,264.0
57,Vietnam,9.2189,105.8099,266.7
57,Vietnam,9.2189,105.8099,276.4
57,Vietnam,9.2189,105.8099,250.7
57,Vietnam,9.2189,105.8099,243.9
57,Vietnam,9.2189,105.8099,253.4
57,Vietnam,9.2189,105.8099,248.6
57,Vietnam,9.2189,105.8099,228.1
57,Vietnam,9.2189,105.8099,258.0
57,Vietnam,9.2189,105.8099,284.0
57,Vietnam,9.2189,105.8099,238.7
57,Vietnam,9.2189,105.8099,247.6
57,Vietnam,9.2189,105.8099,234.2
